0,Furnishings fold away to create a sense of spaciousness in the compact Airstream. The vinyl floor is from Altra floor in the UK.,Living Room,https://images.dwell.com/photos-6328431439726800896/6542076031004221440-large/furnishings-fold-away-to-create-a-sense-of-spaciousness-in-the-compact-airstream-the-vinyl-floor-is-from-altra-floor-in-the-uk.jpg
1,"The Glass House Dream & Charme combines innovative technology with modern design and Italian architecture. Located in the heart of Monferrato, this stunning villa boasts floor to ceiling windows with 360-degree views of the surrounding hills.",Living Room,https://images.dwell.com/photos-6063391372700811264/6394289599772352512-large/the-glass-house-dream-and-charme-combines-innovative-technology-with-modern-design-and-italian-architecture-located-in-the-heart-of-monferrato-this-stunning-villa-boasts-floor-to-ceiling-windows-with-360-degree-views-of-the-surrounding-hills.jpg
2,"With generous height and vaulted ceilings, the two-bedroom home feels extremely spacious.",Living Room,https://images.dwell.com/photos-6063391372700811264/6543880918369214464-large/with-generous-height-and-vaulted-ceilings-the-two-bedroom-home-feels-extremely-spacious.jpg
3,"A leather sofa, brass floor lamp, and wood coffee table in Carter's work studio.",Living Room,https://images.dwell.com/photos-6133527995429490688/6540724757801623552-large/a-leather-sofa-brass-floor-lamp-and-wood-coffee-table-in-carters-work-studio.jpg
4,"The living room, where a large industrial-style window facilitates plenty of sunlight. ",Living Room,https://images.dwell.com/photos-6133527995429490688/6540728053542395904-large/the-living-room-where-a-large-industrial-style-window-facilitates-plenty-of-sunlight.jpg
5,IKEA's simple and modular designs can be personalized to suit your space.,Living Room,https://images.dwell.com/photos-6197381924405080064/6201338377449431040-large/ikeas-simple-and-modular-designs-can-be-personalized-to-suit-your-space.jpg
6,The den has its own fireplace and outdoor access to a small terrace. The white cabinet on the right conceals a Murphy bed.,Living Room,https://images.dwell.com/photos-6133553759298379776/6537822032418574336-large/the-den-has-its-own-fireplace-and-outdoor-access-to-a-large-terrace-the-white-cabinet-on-the-right-conceals-a-murphy-bed.jpg
7,An overview of the living room. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6537822007537680384-large/an-overview-of-the-living-room.jpg
8,The living space extends to an open dining area.,Living Room,https://images.dwell.com/photos-6133553759298379776/6537822018871402496-large/the-living-space-extends-to-an-open-dining-area.jpg
9,"The open living space features a 16-foot-tall tongue-and-groove ceiling, and it’s anchored by a bold stone fireplace.",Living Room,https://images.dwell.com/photos-6133553759298379776/6537822029008322560-large/the-open-living-space-features-a-16-foot-tall-tongue-and-groove-ceiling-and-its-anchored-by-a-bold-stone-fireplace.jpg
10,,Living Room,https://images.dwell.com/photos/6063391372700811264/6546820749923622912/large.jpg
11,"A two-sided fireplace cozies up the living room and dining room. The vintage, blue-and-white couch was refurbished by Paul Tetreault & Fils.",Living Room,https://images.dwell.com/photos-6272473203005894656/6536817409236819968-large/a-two-sided-fireplace-cozies-up-the-living-room-and-dining-room-the-vintage-blue-and-white-couch-was-refurbished-by-paul-tetreault-and-fils.jpg
12,"The former gallery was enclosed in order to create space for two guest bedrooms and a bathroom upstairs. An elevated walkway stretches over the former nave and leads to a master suite opposite, separated from the other bedrooms for privacy.",Living Room,https://images.dwell.com/photos-6272473203005894656/6536817384582701056-large/the-former-gallery-was-enclosed-in-order-to-create-space-for-two-guest-bedrooms-and-a-bathroom-upstairs-an-elevated-walkway-stretches-over-the-former-nave-and-leads-to-a-master-suite-opposite-separated-from-the-other-bedrooms-for-privacy.jpg
13,"The view from the tiled bedroom-bathroom cube. The Alta Lounge Chair, with its swooping lacquered wood base, was designed by Brazilian architect Oscar Niemeyer and his daughter in 1971. Nildo José designed the marble coffee table, as well as the pair",Living Room,https://images.dwell.com/photos-6272473203005894656/6536838314232741888-large/the-view-from-the-tiled-bedroombathroom-cube-the-alta-lounge-chair-with-its-swooping-lacquered-wood-base-was-designed-by-brazilian-architect-oscar-niemeyer-and-his-daughter-in-1971-nildo-jose-designed-the-marble-coffee-table-as-well-as-the-pair-of-concret.jpg
14,"A collection of artful furnishings rounds out the scheme in Loft Ninho. The cool gray Saccaro sofa and rug by Domdaqui Tapetes balance out the wood tones, while a spectrum of green accents, starting with the mint trim, bring welcome pops of contrast.",Living Room,https://images.dwell.com/photos-6272473203005894656/6536838316118355968-large/a-collection-of-artful-furnishings-rounds-out-the-scheme-in-loft-ninho-the-cool-gray-saccaro-sofa-and-rug-by-domdaqui-tapetes-balance-out-the-wood-tones-while-a-spectrum-of-green-accents-starting-with-the-mint-trim-bring-welcome-pops-of-contrast.jpg
15,The existing living room received modern built-in storage and blue paint that syncs with the addition.,Living Room,https://images.dwell.com/photos-6272473203005894656/6536803625046257664-large/the-existing-living-room-received-modern-built-in-storage-and-blue-paint-that-syncs-with-the-addition.jpg
16,"Encircled by expansive windows, the living area embraces crisp breezes and warm natural light. ",Living Room,https://images.dwell.com/photos-6063391372700811264/6536955086523023360-large/encircled-by-expansive-windows-the-living-area-embraces-crisp-breezes-and-warm-natural-light.jpg
17,"The boat is heated by a Webasto high-performance water heating system and calorifier, and has radiators throughout. Its 4x 130w solar panels allow for 100-percent off-grid living.",Living Room,https://images.dwell.com/photos-6063391372700811264/6534449714780864512-large/the-boat-is-heated-by-a-webasto-high-performance-water-heating-system-and-calorifier-and-has-radiators-throughout-its-4x-130w-solar-panels-allow-for-100-percent-off-grid-living.jpg
18,"A cozy, library-like reading area lies just off the dining area. The wood-burning fireplace has a gas starter.",Living Room,https://images.dwell.com/photos-6133553759298379776/6534885453974380544-large/a-cozy-library-like-reading-area-lies-just-off-the-dining-area-the-wood-burning-fireplace-has-a-gas-starter.jpg
19,Room accents include custom lighting from PSLab and a Berber carpet sourced from Thomas Wild. The wall paint is the 32042 Vert Anglais Pale shade from Les Couleurs Le Corbusier. ,Living Room,https://images.dwell.com/photos-6272473203005894656/6532071895927480320-large/room-accents-include-custom-lighting-from-pslab-and-a-berber-carpet-sourced-from-thomas-wild-the-wall-paint-is-the-32042-vert-anglais-pale-shade-from-les-couleurs-le-corbusier.jpg
20,"Bruzkus designed the living room sofa, as well as the floating marble tables. ",Living Room,https://images.dwell.com/photos-6272473203005894656/6532071900231843840-large/bruzkus-designed-the-living-room-sofa-as-well-as-the-floating-marble-tables.jpg
21,"Outdoor spaces bookend the apartment. Totaling 754 square feet, they nearly double the interior area. A custom upholstered LC7 Swivel Chair and LC8 Swivel Stool, designed by Le Corbusier, Pierre Jeanneret, and Charlotte Perriand, occupy a corner of t",Living Room,https://images.dwell.com/photos-6272473203005894656/6532071903197216768-large/outdoor-spaces-bookend-the-apartment-totaling-754-square-feet-they-nearly-double-the-interior-area-a-custom-upholstered-lc7-swivel-chair-and-lc8-swivel-stool-designed-by-le-corbusier-pierre-jeanneret-and-charlotte-perriand-occupy-a-corner-of-the-living-ro.jpg
22,"With a built-in window seat, the area is now a hub for entertainment and relaxation.",Living Room,https://images.dwell.com/photos-6354271057081004032/6529755558353952768-large/with-a-built-in-window-seat-the-area-is-now-a-hub-for-entertainment-and-relaxation.jpg
23,"Double-height ceilings increase the sense of space in the living room. For continuity, the maple plywood was used for the kitchen cabinets and ceiling, as well as an accent wall.",Living Room,https://images.dwell.com/photos-6272473203005894656/6534936950645841920-large/double-height-ceilings-increase-the-sense-of-space-in-the-living-room-for-continuity-the-maple-plywood-was-used-for-the-kitchen-cabinets-and-ceiling-as-well-as-an-accent-wall.jpg
24,"A gabled roof home in Werkhoven, a Dutch village in the province of Utrecht, takes the form of a modern barn with a twist—split down the middle from the peak, half of the exterior is floor-to-ceiling glass to take advantage of the views. ""The transit",Living Room,https://images.dwell.com/photos-6517492069973889024/6524075414607745024-large/a-gabled-roof-home-in-werkhoven-a-dutch-village-in-the-province-of-utrecht-takes-the-form-of-a-modern-barn-with-a-twistsplit-down-the-middle-from-the-peak-half-of-the-exterior-is-floor-to-ceiling-glass-to-take-advantage-of-the-views-the-transition-from-in.jpg
25,"Designed by award-winning Auckland architect Andrew Patterson, this remote one-bedroom house, which rests on a rocky escarpment in a sheltered cove, is constructed as an angular, modern, stone-and-glass enclosure that looks out to breathtaking views ",Living Room,https://images.dwell.com/photos-6191803854900514816/6286442590075281408-large/designed-by-award-winning-auckland-architect-andrew-patterson-this-remote-one-bedroom-house-which-rests-on-a-rocky-escarpment-in-a-sheltered-cove-is-constructed-as-an-angular-modern-stone-and-glass-enclosure-that-looks-out-to-breathtaking-views-of-pigeon-.jpg
26,"The lower floor has been turned into a den, where formerly it had been more divided up. A long bookcase of vinyl records and books frames the room.",Living Room,https://images.dwell.com/photos-6541364233203892224/6542854859576184832-large/the-lower-floor-has-been-turned-into-a-den-where-formerly-it-had-been-more-divided-up-a-long-bookcase-of-vinyl-records-and-books-frames-the-room.jpg
27,"The living room is connected to the rest of the house through the central hall, with views of the fireplace. The kitchen acts as the central area for family life.",Living Room,https://images.dwell.com/photos-6541364233203892224/6542854544502308864-large/the-living-room-is-connected-to-the-rest-of-the-house-through-the-central-hall-with-views-of-the-fireplace-the-kitchen-acts-as-the-central-area-for-family-life.jpg
28,1,Living Room,https://images.dwell.com/photos/6164858926832582656/6544313332256083968/large.jpg
29,2,Living Room,https://images.dwell.com/photos/6164858926832582656/6544313332230918144/large.jpg
30,3,Living Room,https://images.dwell.com/photos/6164858926832582656/6544313333036224512/large.jpg
31,4,Living Room,https://images.dwell.com/photos/6164858926832582656/6544313332910395392/large.jpg
32,Via Media Residence by Matt Fajkus Architecture | Photo by Leonid Furmansky,Living Room,https://images.dwell.com/photos-6242356329203802112/6543870302442504192-large/via-media-residence-by-matt-fajkus-architecture-or-photo-by-leonid-furmansky.jpg
33,"Architect Rebal Knayzeh's favorite detail is ""the flush door which aligns perfectly with the 'window' in the room, and the door to the apartment. Making sure that this object-interface remains self-contained without any hardware sticking out was impo",Living Room,https://images.dwell.com/photos-6272473203005894656/6488485757141024768-large/architect-rebal-knayzehs-favorite-detail-is-the-flush-door-which-aligns-perfectly-with-the-window-in-the-room-and-the-door-to-the-apartment-making-sure-that-this-object-interface-remains-self-contained-without-any-hardware-sticking-out-was-important.jpg
34,"The home's main level observes the surrounding gardens. Perched at mid-canopy height, the glazed walls completely soak up the greenery that surrounds them.",Living Room,https://images.dwell.com/photos-6445140329668419584/6531739694159835136-large/the-homes-main-level-observes-the-surrounding-gardens-perched-at-mid-canopy-height-the-glazed-walls-completely-soak-up-the-greenery-that-surrounds-them.jpg
35,"The sprawling residence opens itself up to the garden at every opportunity, allowing for a breezy outdoor connection.",Living Room,https://images.dwell.com/photos-6445140329668419584/6531739340138364928-large/the-sprawling-residence-opens-itself-up-to-the-garden-at-every-opportunity-allowing-for-a-breezy-outdoor-connection.jpg
36,The garage has been converted into den-bedroom complete with laundry hookups. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6532489883132002304-large/the-garage-has-been-converted-into-denbedroom-complete-with-laundry-hookups.jpg
37,The living room features vaulted ceilings and a dramatic wall of glass which opens to a spacious balcony with gorgeous views. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6532489888916779008-large/the-living-room-features-vaulted-ceilings-and-a-dramatic-wall-of-glass-which-opens-to-a-spacious-balcony-with-gorgeous-views.jpg
38,5,Living Room,https://images.dwell.com/photos/6063391372700811264/6534517193887047680/large.jpg
39,Manhattan Daybed by Guy Rogers.,Living Room,https://images.dwell.com/photos-6063391372700811264/6534433390912204800-large/manhattan-daybed-by-guy-rogers.jpg
40,"A second, lofted bedroom is perched above the living room.",Living Room,https://images.dwell.com/photos-6133553759298379776/6532489890912436224-large/a-second-lofted-bedroom-is-perched-above-the-living-room.jpg
41,"The living area—or “dance floor,” as the Womersley family called it—has an expansive feel, thanks to high ceilings and full-length windows.",Living Room,https://images.dwell.com/photos-6063391372700811264/6534433389125431296-large/the-living-areaor-dance-floor-as-the-womersley-family-called-ithas-an-expansive-feel-thanks-to-high-ceilings-and-full-length-windows.jpg
42,The maple kitchen cabinets are punctuated by leather and brass pulls.,Living Room,https://images.dwell.com/photos-6280078241191022592/6532235117672255488-large/the-maple-kitchen-cabinets-are-punctuated-by-leather-and-brass-pulls.jpg
43,"The open floor plan, which blends dining and living spaces, is ideal for family or friendly gatherings. The 20-foot ceilings give the home a loft-like feel.",Living Room,https://images.dwell.com/photos-6280078241191022592/6532235129022042112-large/the-open-floor-plan-which-blends-dining-and-living-spaces-is-ideal-for-family-or-friendly-gatherings-the-20-foot-ceilings-give-the-home-a-loft-like-feel.jpg
44,6,Living Room,https://images.dwell.com/photos/6529620931544514560/6538680100364296192/large.jpg
45,7,Living Room,https://images.dwell.com/photos/6529620931544514560/6538680142991007744/large.jpg
46,8,Living Room,https://images.dwell.com/photos/6529620931544514560/6538680098678185984/large.jpg
47,9,Living Room,https://images.dwell.com/photos/6063391372700811264/6534517198308851712/large.jpg
48,"Across the lower level, which was expanded by 258 square feet, spaces within the living area flow into one another. An Art Deco-style fireplace provides a sense of retro glamour.",Living Room,https://images.dwell.com/photos-6488407258118639616/6533652459781439488-large/across-the-lower-level-which-was-expanded-by-258-square-feet-spaces-within-the-living-area-flow-into-one-another-an-art-deco-style-fireplace-provides-a-sense-of-retro-glamour.jpg
49,The living room features a dramatic stone fireplace and vaulted tongue-and-groove ceilings. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6531600317711511552-large/the-living-room-features-a-dramatic-stone-fireplace-and-vaulted-tongue-and-groove-ceilings.jpg
50,"The living area has a wall of windows, the central two of which are operable. The orientation of the volume and the windows were specifically located to take advantage of the view.",Living Room,https://images.dwell.com/photos-6242537032151076864/6531705086197878784-large/the-living-area-has-a-wall-of-windows-the-central-two-of-which-are-operable-the-orientation-of-the-volume-and-the-windows-were-specifically-located-to-take-advantage-of-the-view.jpg
51,"With floor-to-ceiling windows and doors, the bright and airy studio welcomes plenty of warm, natural light throughout the day.",Living Room,https://images.dwell.com/photos-6063391372700811264/6530329145282035712-large/with-floor-to-ceiling-windows-and-doors-the-bright-and-airy-studio-welcomes-plenty-of-warm-natural-light-throughout-the-day.jpg
52,"Sited on a ridgetop amidst countless bishop pines, the studio looks out to the Point Reyes Peninsula, with Abbott's Lagoon on one side, and Tomales Bay on the other. ",Living Room,https://images.dwell.com/photos-6063391372700811264/6530328715356246016-large/sited-on-a-ridgetop-amidst-countless-bishop-pines-the-studio-looks-out-to-the-point-reyes-peninsula-with-abbotts-lagoon-on-one-side-and-tomales-bay-on-the-other.jpg
53,"A look at the front half of the boat. The galley kitchen has been assembled from a reclaimed chest, an iroko hardwood worktop from Retrouvius, and bespoke cupboard doors made from western red cedar.",Living Room,https://images.dwell.com/photos-6063391372700811264/6534721109189455872-large/a-look-at-the-front-half-of-the-boat-the-galley-kitchen-has-been-assembled-from-a-reclaimed-chest-an-iroko-hardwood-worktop-from-retrouvius-and-bespoke-cupboard-doors-made-from-western-red-cedar.jpg
54,"Built in 2013, the boat has a large, timber-framed skylight that bathes the space in light, while creating the perfect place to grow plants.",Living Room,https://images.dwell.com/photos-6063391372700811264/6534721060158042112-large/built-in-2013-the-boat-has-a-large-timber-framed-skylight-that-bathes-the-space-in-light-while-creating-the-perfect-place-to-grow-plants.jpg
55,The parlor floor is bright with high ceilings and lots of natural light.,Living Room,https://images.dwell.com/photos-6133553759298379776/6531632504483430400-large/the-parlor-floor-is-bright-with-high-ceilings-and-lots-of-natural-light.jpg
56,"At the core of the home is a magnificent stone fireplace. The warmth of natural woods line all of the living spaces, and bold art forms rooted in the natural world complement the lodge-like atmosphere of the great room.",Living Room,https://images.dwell.com/photos-6063391372700811264/6534724757630611456-large/at-the-core-of-the-home-is-a-magnificent-stone-fireplace-the-warmth-of-natural-woods-line-all-of-the-living-spaces-and-bold-art-forms-rooted-in-the-natural-world-complement-the-lodge-like-atmosphere-of-the-great-room.jpg
57,Expansive glazing allows gorgeous natural light to flood throughout.,Living Room,https://images.dwell.com/photos-6063391372700811264/6534724678627483648-large/expansive-glazing-allows-gorgeous-natural-light-to-flood-throughout.jpg
58,"The workspace, living room, fireplace, and dining area are all set within a square space.",Living Room,https://images.dwell.com/photos-6133553759298379776/6533933491902758912-large/the-workspace-living-room-fireplace-and-dining-area-are-all-set-within-a-square-space.jpg
59,"As with most Usonian homes, the living room features high ceilings. The living room also opens to an outdoor terrace.",Living Room,https://images.dwell.com/photos-6133553759298379776/6533933536661786624-large/as-with-most-usonian-homes-the-living-room-features-high-ceilings-the-living-room-also-opens-to-an-outdoor-terrace.jpg
0,The living room features a red concrete floor and warm Philippine mahogany furniture designed by Wright. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6533933509628297216-large/the-living-room-features-a-red-concrete-floor-and-warm-philippine-mahogany-furniture-designed-by-wright.jpg
1,"The front of the building houses separate workspaces accessed from just inside the front door. The offices have a lofted mezzanine above, taking advantage of the tall ceiling height.",Living Room,https://images.dwell.com/photos-6242537032151076864/6531733946808483840-large/the-front-of-the-building-houses-separate-workspaces-accessed-from-just-inside-the-front-door-the-offices-have-a-lofted-mezzanine-above-taking-advantage-of-the-tall-ceiling-height.jpg
2,"The L-shaped central space has high ceilings and holds the dining room, living room, kitchen, and work area.",Living Room,https://images.dwell.com/photos-6242537032151076864/6531733572285243392-large/the-l-shaped-central-space-has-high-ceilings-and-holds-the-dining-room-living-room-kitchen-and-work-area.jpg
3,The lofted upper level offers additional living space.,Living Room,https://images.dwell.com/photos-6133553759298379776/6531164451815002112-large/the-lofted-upper-level-offers-additional-living-space.jpg
4,The kitchen overlooks an additional sitting area and a home office separated by glass doors. ,Living Room,https://images.dwell.com/photos-6133553759298379776/6531164459603824640-large/the-kitchen-overlooks-an-additional-sitting-area-and-a-home-office-separated-by-glass-doors.jpg
5,The living room faces the canal. A wall of sliding glass doors open to a patio.,Living Room,https://images.dwell.com/photos-6133553759298379776/6531164480481697792-large/the-living-room-faces-the-canal-a-wall-of-sliding-glass-doors-open-to-a-patio.jpg
6,"Fotsch reframed the great room, adding 14",Living Room,https://images.dwell.com/photos-6063391372700811264/6539219638434963456-large/fotsch-reframed-the-great-room-adding-14.jpg
7,"Originally, the kitchen was in the center of the house disrupting the flow between the dining room and the living room. Flipping the rooms allowed for the addition of the fireplace in the great room.",Living Room,https://images.dwell.com/photos-6063391372700811264/6539219298918637568-large/originally-the-kitchen-was-in-the-center-of-the-house-disrupting-the-flow-between-the-dining-room-and-the-living-room-flipping-the-rooms-allowed-for-the-addition-of-the-fireplace-in-the-great-room.jpg
8,"Family room with yellow Wink chair, navy rug and custom sectional.",Living Room,https://images.dwell.com/photos-6176135240466595840/6534118627655041024-large/family-room-with-yellow-wink-chair-navy-rug-and-custom-sectional.jpg
9,Living room with tone-on-tone navy walls and sofa.,Living Room,https://images.dwell.com/photos-6176135240466595840/6534118634110074880-large/living-room-with-tone-on-tone-navy-walls-and-sofa.jpg
10,Living Room with tone-on-tone navy walls and and accent chairs upholstered in Hermes fabric.,Living Room,https://images.dwell.com/photos-6176135240466595840/6534118641052889088-large/living-room-with-tone-on-tone-navy-walls-and-and-accent-chairs-upholstered-in-hermes-fabric.jpg
11,Large windows provide scenic views from almost every angle.,Living Room,https://images.dwell.com/photos-6133553759298379776/6529948885912297472-large/large-windows-provide-scenic-views-from-almost-every-angle.jpg
12,"In Lorne, Victoria, Austin Maynard Architects gave an old shack near the beach a modern revamp and a timber extension that allows for elevated sea views. With interiors lined in recycled Silvertop Ash, the house oozes a cozy, cabin-like feel.",Living Room,https://images.dwell.com/photos-6191803854900514816/6269773383707971584-large/in-lorne-victoria-austin-maynard-architects-gave-an-old-shack-near-the-beach-a-modern-revamp-and-a-timber-extension-that-allows-for-elevated-sea-views-with-interiors-lined-in-recycled-silvertop-ash-the-house-oozes-a-cozy-cabin-like-feel.jpg
13,"“The overarching goal was to preserve the rustic character of the original building without making any compromises in terms of modern comfort,” says La Firme. The team hid modern appliances (like the refrigerator) below eye level and worked with the ",Living Room,https://images.dwell.com/photos-6516694095422615552/6516695547502493696-large/the-overarching-goal-was-to-preserve-the-rustic-character-of-the-original-building-without-making-any-compromises-in-terms-of-modern-comfort-says-la-firme-the-team-hid-modern-appliances-like-the-refrigerator-below-eye-level-and-worked-with-the-original-ce.jpg
14,"A warm, voluminous family room is located off the kitchen, overlooking beautiful ocean views.",Living Room,https://images.dwell.com/photos-6063391372700811264/6531574544578240512-large/a-warm-voluminous-family-room-is-located-off-the-kitchen-overlooking-beautiful-ocean-views.jpg
15,Exposed wooden beams heighten the home's charming rustic feel.,Living Room,https://images.dwell.com/photos-6063391372700811264/6531508411682643968-large/exposed-wooden-beams-heighten-the-homes-charming-rustic-feel.jpg
16,The two-story great room is crowned by a striking chandelier.,Living Room,https://images.dwell.com/photos-6063391372700811264/6531507752429547520-large/the-two-story-great-room-is-crowned-by-a-striking-chandelier.jpg
17,"In the sitting room, folding doors open to the lush backyard, establishing a seamless indoor-outdoor connection.",Living Room,https://images.dwell.com/photos-6063391372700811264/6531507683007217664-large/in-the-sitting-room-folding-doors-open-to-the-lush-backyard-establishing-a-seamless-indoor-outdoor-connection.jpg
18,"The ""Man Cave,"" or lower lounge, opens up to the outdoors through full-height glazing. The chair and ottoman seen in the corner is by Modernica.",Living Room,https://images.dwell.com/photos-6328431439726800896/6532361341912952832-large/the-man-cave-or-lower-lounge-opens-up-to-the-outdoors-through-full-height-glazing-the-chair-and-ottoman-seen-in-the-corner-is-by-modernica.jpg
19,"The Ecocapsule sleeps 1-2 people, and it has a lot of storage packed into its small footprint.",Living Room,https://images.dwell.com/photos-6272473203005894656/6532069217771102208-large/the-ecocapsule-sleeps-1-2-people-and-it-has-a-lot-of-storage-packed-into-its-small-footprint.jpg
20,10,Living Room,https://images.dwell.com/photos/6063391372700811264/6534553214166147072/large.jpg
21,11,Living Room,https://images.dwell.com/photos/6063391372700811264/6534553214073872384/large.jpg
22,"A Pluto Chandelier from One Kings Lane hovers over the relaxed seating area, complete with leather swivel chairs from Bed Bath &amp; Beyond.",Living Room,https://images.dwell.com/photos-6272473203005894656/6529935259318300672-large/a-pluto-chandelier-from-one-kings-lane-hovers-over-the-relaxed-seating-area-complete-with-leather-swivel-chairs-from-bed-bath-andamp-beyond.jpg
23,"Subtle curves introduced throughout the design, such as in the built-in casework and stone plinth, soften the geometric plan of the home.",Living Room,https://images.dwell.com/photos-6280078241191022592/6529802795833094144-large/subtle-curves-introduced-throughout-the-design-such-as-in-the-built-in-casework-and-stone-plinth-soften-the-geometric-plan-of-the-home.jpg
24,The two simple volumes are intersected by an internal courtyard that maintains visual transparency between the front and back of the home.,Living Room,https://images.dwell.com/photos-6280078241191022592/6529802787440291840-large/the-two-simple-volumes-are-intersected-by-an-internal-courtyard-that-maintains-visual-transparency-between-the-front-and-back-of-the-home.jpg
25,"DS House provides its inhabitants with a relaxed, private atmosphere. Planned Living Architects' extensive use of timber complements the raw, tactile character of the in situ concrete walls.",Living Room,https://images.dwell.com/photos-6475522936858558464/6475528809285152768-large/ds-house-provides-its-inhabitants-with-a-relaxed-private-atmosphere-planned-living-architects-extensive-use-of-timber-complements-the-raw-tactile-character-of-the-in-situ-concrete-walls.jpg
26,"“Sharing roots with local Michiana pole barns, this economical structure of glue-laminated Douglas fir bents, braces, and decking is held above runoff and snow by galvanized steel stirrups,” says Wheeler Kearns Architects. The boat-like, wooden ceili",Living Room,https://images.dwell.com/photos-6490673855903236096/6491328028659351552-large/sharing-roots-with-local-michiana-pole-barns-this-economical-structure-of-glue-laminated-douglas-fir-bents-braces-and-decking-is-held-above-runoff-and-snow-by-galvanized-steel-stirrups-says-wheeler-kearns-architects-the-boat-like-wooden-ceiling-in-bohan-k.jpg
27,"“Suspended over the city, one is perpetually stunned by the setting...and the ever-changing light and shade of the natural landscape,” says the listing.",Living Room,https://images.dwell.com/photos-6133553759298379776/6522249311259512832-large/suspended-over-the-city-one-is-perpetually-stunned-by-the-settingand-the-ever-changing-light-and-shade-of-the-natural-landscape-says-the-listing.jpg
28,The home's living room is a midcentury-inspired oasis.,Living Room,https://images.dwell.com/photos-6133553759298379776/6522249333015367680-large/the-homes-living-room-is-a-midcentury-inspired-oasis.jpg
29,"The wood herringbone floors were lightened, and bold furniture was brought in to brighten up the space. A circular custom sofa designed by MKCA, upholstered in a bright blue synthetic textile from Maharam, serves as the centerpiece of the room, readi",Living Room,https://images.dwell.com/photos-6308457958906204160/6526697207951273984-large/the-wood-herringbone-floors-were-lightened-and-bold-furniture-was-brought-in-to-brighten-up-the-space-a-circular-custom-sofa-designed-by-mkca-upholstered-in-a-bright-blue-synthetic-textile-from-maharam-serves-as-the-centerpiece-of-the-room-readily-availab.jpg
